id;nombreIndicador;codigoIndicador;unidadMedidaIndicador;valorIndicador;fechaIndicador
1661;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31591.32;2021-12-09
1662;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31584.43;2021-12-08
1663;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31577.55;2021-12-07
1664;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31570.66;2021-12-06
1665;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31563.78;2021-12-05
1666;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31556.9;2021-12-04
1667;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31550.03;2021-12-03
1668;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31543.15;2021-12-02
1669;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31536.28;2021-12-01
1670;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31529.4;2021-11-30
1671;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31522.53;2021-11-29
1672;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31515.66;2021-11-28
1673;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31508.79;2021-11-27
1674;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31501.92;2021-11-26
1675;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31495.06;2021-11-25
1676;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31488.19;2021-11-24
1677;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31481.33;2021-11-23
1678;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31474.47;2021-11-22
1679;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31467.61;2021-11-21
1680;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31460.75;2021-11-20
1681;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31453.9;2021-11-19
1682;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31447.04;2021-11-18
1683;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31440.19;2021-11-17
1684;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31433.33;2021-11-16
1685;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31426.48;2021-11-15
1686;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31419.63;2021-11-14
1687;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31412.79;2021-11-13
1688;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31405.94;2021-11-12
1689;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31399.1;2021-11-11
1690;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31392.25;2021-11-10
1691;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.43;2021-11-11
1692;EURO;EURO;Pesos;911.27;2021-11-11
1693;DÓLAR OBSERVADO;DOLAR;Pesos;791.71;2021-11-11
1694;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-11
1695;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.4;2021-11-12
1696;EURO;EURO;Pesos;906.73;2021-11-12
1697;DÓLAR OBSERVADO;DOLAR;Pesos;791.3;2021-11-12
1698;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-12
1699;BITCOIN;BITCOIN;Dólar;64976.73;2021-11-10
1700;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.45;2021-11-15
1701;EURO;EURO;Pesos;913.02;2021-11-15
1702;DÓLAR OBSERVADO;DOLAR;Pesos;797.8;2021-11-15
1703;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-15
1704;BITCOIN;BITCOIN;Dólar;64420.94;2021-11-13
1705;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.46;2021-11-16
1706;EURO;EURO;Pesos;913.39;2021-11-16
1707;DÓLAR OBSERVADO;DOLAR;Pesos;801.96;2021-11-16
1708;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-16
1709;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.4;2021-11-17
1710;EURO;EURO;Pesos;912.66;2021-11-17
1711;DÓLAR OBSERVADO;DOLAR;Pesos;806.24;2021-11-17
1712;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-17
1713;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.34;2021-11-18
1714;EURO;EURO;Pesos;927.52;2021-11-18
1715;DÓLAR OBSERVADO;DOLAR;Pesos;819.56;2021-11-18
1716;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-18
1717;BITCOIN;BITCOIN;Dólar;60172.26;2021-11-16
1718;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.27;2021-11-19
1719;EURO;EURO;Pesos;949.13;2021-11-19
1720;DÓLAR OBSERVADO;DOLAR;Pesos;834.57;2021-11-19
1721;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-19
1722;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.31;2021-11-22
1723;EURO;EURO;Pesos;942.31;2021-11-22
1724;DÓLAR OBSERVADO;DOLAR;Pesos;832.72;2021-11-22
1725;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-22
1726;BITCOIN;BITCOIN;Dólar;58133.02;2021-11-19
1727;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.42;2021-11-23
1728;EURO;EURO;Pesos;909.56;2021-11-23
1729;DÓLAR OBSERVADO;DOLAR;Pesos;808.14;2021-11-23
1730;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-23
1731;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.45;2021-11-25
1732;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.46;2021-11-24
1733;EURO;EURO;Pesos;908.45;2021-11-25
1734;EURO;EURO;Pesos;912.2;2021-11-24
1735;DÓLAR OBSERVADO;DOLAR;Pesos;811.7;2021-11-25
1736;DÓLAR OBSERVADO;DOLAR;Pesos;809.94;2021-11-24
1737;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-25
1738;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-24
1739;BITCOIN;BITCOIN;Dólar;56301.52;2021-11-22
1740;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.49;2021-11-29
1741;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.49;2021-11-26
1742;EURO;EURO;Pesos;937.57;2021-11-29
1743;EURO;EURO;Pesos;918.41;2021-11-26
1744;DÓLAR OBSERVADO;DOLAR;Pesos;829.94;2021-11-29
1745;DÓLAR OBSERVADO;DOLAR;Pesos;819.59;2021-11-26
1746;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-29
1747;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-26
1748;BITCOIN;BITCOIN;Dólar;58935.45;2021-11-25
1749;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.34;2021-11-30
1750;EURO;EURO;Pesos;942.69;2021-11-30
1751;DÓLAR OBSERVADO;DOLAR;Pesos;836.73;2021-11-30
1752;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-30
1753;BITCOIN;BITCOIN;Dólar;57292.28;2021-11-28
1754;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.38;2021-12-01
1755;TASA DE DESEMPLEO;TASA_DESEMPLEO;Porcentaje;8.08;2021-10-01
1756;EURO;EURO;Pesos;946.38;2021-12-01
1757;DÓLAR OBSERVADO;DOLAR;Pesos;837.55;2021-12-01
1758;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-01
1759;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.32;2021-12-02
1760;EURO;EURO;Pesos;937.69;2021-12-02
1761;IMACEC;IMACEC;Porcentaje;15;2021-10-01
1762;DÓLAR OBSERVADO;DOLAR;Pesos;828.17;2021-12-02
1763;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-02
1764;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.31;2021-12-03
1765;EURO;EURO;Pesos;946.47;2021-12-03
1766;DÓLAR OBSERVADO;DOLAR;Pesos;837.72;2021-12-03
1767;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-03
1768;BITCOIN;BITCOIN;Dólar;57229.76;2021-12-01
1769;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.35;2021-12-06
1770;EURO;EURO;Pesos;947.29;2021-12-06
1771;DÓLAR OBSERVADO;DOLAR;Pesos;837.69;2021-12-06
1772;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-06
1773;BITCOIN;BITCOIN;Dólar;49253.86;2021-12-04
1774;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.3;2021-12-07
1775;EURO;EURO;Pesos;950.06;2021-12-07
1776;DÓLAR OBSERVADO;DOLAR;Pesos;842.32;2021-12-07
1777;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-07
1778;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.34;2021-12-09
1779;EURO;EURO;Pesos;944.14;2021-12-09
1780;DÓLAR OBSERVADO;DOLAR;Pesos;839.53;2021-12-09
1781;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-09
1782;INDICE DE PRECIOS AL CONSUMIDOR (IPC);IPC;Porcentaje;0.5;2021-11-01
1783;BITCOIN;BITCOIN;Dólar;50645.41;2021-12-07
1784;UNIDAD DE FOMENTO (UF);UF;Pesos;30991.74;2021-12-31
1785;UNIDAD DE FOMENTO (UF);UF;Pesos;30986.76;2021-12-30
1786;UNIDAD DE FOMENTO (UF);UF;Pesos;30981.77;2021-12-29
1787;UNIDAD DE FOMENTO (UF);UF;Pesos;30976.79;2021-12-28
1788;UNIDAD DE FOMENTO (UF);UF;Pesos;30971.8;2021-12-27
1789;UNIDAD DE FOMENTO (UF);UF;Pesos;30966.82;2021-12-26
1790;UNIDAD DE FOMENTO (UF);UF;Pesos;30961.84;2021-12-25
1791;UNIDAD DE FOMENTO (UF);UF;Pesos;30956.86;2021-12-24
1792;UNIDAD DE FOMENTO (UF);UF;Pesos;30951.88;2021-12-23
1793;UNIDAD DE FOMENTO (UF);UF;Pesos;30946.9;2021-12-22
1794;UNIDAD DE FOMENTO (UF);UF;Pesos;30941.92;2021-12-21
1795;UNIDAD DE FOMENTO (UF);UF;Pesos;30936.94;2021-12-20
1796;UNIDAD DE FOMENTO (UF);UF;Pesos;30931.97;2021-12-19
1797;UNIDAD DE FOMENTO (UF);UF;Pesos;30926.99;2021-12-18
1798;UNIDAD DE FOMENTO (UF);UF;Pesos;30922.01;2021-12-17
1799;UNIDAD DE FOMENTO (UF);UF;Pesos;30917.04;2021-12-16
1800;UNIDAD DE FOMENTO (UF);UF;Pesos;30912.07;2021-12-15
1801;UNIDAD DE FOMENTO (UF);UF;Pesos;30907.09;2021-12-14
1802;UNIDAD DE FOMENTO (UF);UF;Pesos;30902.12;2021-12-13
1803;UNIDAD DE FOMENTO (UF);UF;Pesos;30897.15;2021-12-12
1804;UNIDAD DE FOMENTO (UF);UF;Pesos;30892.18;2021-12-11
1805;UNIDAD DE FOMENTO (UF);UF;Pesos;30887.21;2021-12-10
1806;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.38;2021-12-10
1807;EURO;EURO;Pesos;949.89;2021-12-10
1808;DÓLAR OBSERVADO;DOLAR;Pesos;841.32;2021-12-10
1809;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-10
1810;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31753.03;2021-12-31
1811;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31745.66;2021-12-30
1812;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31738.3;2021-12-29
1813;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31730.93;2021-12-28
1814;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31723.57;2021-12-27
1815;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31716.21;2021-12-26
1816;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31708.85;2021-12-25
1817;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31701.49;2021-12-24
1818;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31694.13;2021-12-23
1819;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31686.78;2021-12-22
1820;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31679.43;2021-12-21
1821;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31672.07;2021-12-20
1822;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31664.72;2021-12-19
1823;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31657.38;2021-12-18
1824;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31650.03;2021-12-17
1825;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31642.68;2021-12-16
1826;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31635.34;2021-12-15
1827;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31628;2021-12-14
1828;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31620.66;2021-12-13
1829;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31613.32;2021-12-12
1830;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31605.99;2021-12-11
1831;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31598.65;2021-12-10
1832;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.33;2021-12-13
1833;EURO;EURO;Pesos;961.02;2021-12-13
1834;DÓLAR OBSERVADO;DOLAR;Pesos;849.16;2021-12-13
1835;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-13
1836;BITCOIN;BITCOIN;Dólar;47137.46;2021-12-10
1837;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.31;2021-12-14
1838;EURO;EURO;Pesos;953.46;2021-12-14
1839;DÓLAR OBSERVADO;DOLAR;Pesos;843.43;2021-12-14
1840;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-12-14
1841;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.28;2021-12-15
1842;EURO;EURO;Pesos;954.15;2021-12-15
1843;DÓLAR OBSERVADO;DOLAR;Pesos;846.43;2021-12-15
1844;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-15
1845;BITCOIN;BITCOIN;Dólar;46757.09;2021-12-13
1846;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.27;2021-12-16
1847;EURO;EURO;Pesos;955.76;2021-12-16
1848;DÓLAR OBSERVADO;DOLAR;Pesos;848.52;2021-12-16
1849;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-16
1850;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.18;2021-12-17
1851;EURO;EURO;Pesos;961.25;2021-12-17
1852;DÓLAR OBSERVADO;DOLAR;Pesos;849.65;2021-12-17
1853;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.32;2021-12-20
1854;EURO;EURO;Pesos;954.18;2021-12-20
1855;DÓLAR OBSERVADO;DOLAR;Pesos;846.64;2021-12-20
1856;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-20
1857;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-17
1858;BITCOIN;BITCOIN;Dólar;47658.38;2021-12-16
1859;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.29;2021-12-21
1860;EURO;EURO;Pesos;973.73;2021-12-21
1861;DÓLAR OBSERVADO;DOLAR;Pesos;863.21;2021-12-21
1862;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-21
1863;BITCOIN;BITCOIN;Dólar;46689.28;2021-12-19
1864;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.29;2021-12-22
1865;EURO;EURO;Pesos;978.99;2021-12-22
1866;DÓLAR OBSERVADO;DOLAR;Pesos;868.76;2021-12-22
1867;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-22
1868;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.34;2021-12-23
1869;EURO;EURO;Pesos;981.25;2021-12-23
1870;DÓLAR OBSERVADO;DOLAR;Pesos;866.25;2021-12-23
1871;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-23
1872;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.37;2021-12-24
1873;EURO;EURO;Pesos;971.26;2021-12-24
1874;DÓLAR OBSERVADO;DOLAR;Pesos;857.14;2021-12-24
1875;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-24
1876;BITCOIN;BITCOIN;Dólar;48628.35;2021-12-22
1877;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.37;2021-12-27
1878;EURO;EURO;Pesos;976.24;2021-12-27
1879;DÓLAR OBSERVADO;DOLAR;Pesos;863.29;2021-12-27
1880;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-27
1881;BITCOIN;BITCOIN;Dólar;50470.89;2021-12-25
1882;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.35;2021-12-28
1883;EURO;EURO;Pesos;972.36;2021-12-28
1884;DÓLAR OBSERVADO;DOLAR;Pesos;858.59;2021-12-28
1885;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-28
1886;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.35;2021-12-29
1887;EURO;EURO;Pesos;968.81;2021-12-29
1888;DÓLAR OBSERVADO;DOLAR;Pesos;855.94;2021-12-29
1889;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.35;2021-12-30
1890;EURO;EURO;Pesos;964.44;2021-12-30
1891;DÓLAR OBSERVADO;DOLAR;Pesos;850.25;2021-12-30
1892;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-30
1893;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;4;2021-12-29
1894;BITCOIN;BITCOIN;Dólar;47601.26;2021-12-28
